pair_id,batch,stratum,corpus,query_id,doc_id,selection_reason,annotator,label,shortlist_pick,notes
b82ccdd2-b0e1-50ee-8213-625f677ac416__d7870c97-0f9e-5c41-8d9a-4a7dd5a71244,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,d7870c97-0f9e-5c41-8d9a-4a7dd5a71244,indomain_banded,yc,No Fit,0,
b82ccdd2-b0e1-50ee-8213-625f677ac416__6ec9a81d-86a3-5e21-aca2-8802a9fb468d,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,6ec9a81d-86a3-5e21-aca2-8802a9fb468d,indomain_banded,yc,No Fit,0,
b82ccdd2-b0e1-50ee-8213-625f677ac416__7c99dbb8-8d26-5388-9db1-aa083602ef04,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,7c99dbb8-8d26-5388-9db1-aa083602ef04,indomain_banded,yc,Potential Fit,0,
b82ccdd2-b0e1-50ee-8213-625f677ac416__82c8eb8c-f4cb-5e24-98f9-97e37ebc8297,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,82c8eb8c-f4cb-5e24-98f9-97e37ebc8297,indomain_banded,yc,Potential Fit,0,
b82ccdd2-b0e1-50ee-8213-625f677ac416__0ed1737c-5a87-5413-afc1-622b69b60eec,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,0ed1737c-5a87-5413-afc1-622b69b60eec,indomain_banded,yc,No Fit,0,
b82ccdd2-b0e1-50ee-8213-625f677ac416__2c76a6bc-3642-5042-bd53-6668bb154a26,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,2c76a6bc-3642-5042-bd53-6668bb154a26,indomain_banded,yc,Potential Fit,0,
b82ccdd2-b0e1-50ee-8213-625f677ac416__fb7b80da-4538-54b5-841d-109e5ce907be,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,fb7b80da-4538-54b5-841d-109e5ce907be,indomain_banded,yc,Potential Fit,0,
b82ccdd2-b0e1-50ee-8213-625f677ac416__6e543cfc-6969-561b-a304-4a894840c0c0,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,6e543cfc-6969-561b-a304-4a894840c0c0,indomain_banded,yc,Potential Fit,0,
b82ccdd2-b0e1-50ee-8213-625f677ac416__2c5cb801-8718-5f3e-adae-b3c051b8d361,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,2c5cb801-8718-5f3e-adae-b3c051b8d361,indomain_banded,yc,Potential Fit,0,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__797978ca-0dda-5c36-a4a3-742a0ab50933,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,797978ca-0dda-5c36-a4a3-742a0ab50933,indomain_banded,yc,Good Fit,1,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__bc249f8f-e754-5941-a708-f82a26b29b54,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,bc249f8f-e754-5941-a708-f82a26b29b54,indomain_banded,yc,Potential Fit,0,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__a8ca84fc-5208-5159-be71-f5681b24a1cd,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,a8ca84fc-5208-5159-be71-f5681b24a1cd,indomain_banded,yc,Potential Fit,0,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__67b1c500-708c-5a09-948c-e2cbbd884c74,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,67b1c500-708c-5a09-948c-e2cbbd884c74,indomain_banded,yc,Potential Fit,0,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__1e9b5932-e5fb-55d5-921a-17aad6493c00,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,1e9b5932-e5fb-55d5-921a-17aad6493c00,indomain_banded,yc,Potential Fit,0,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__9258a2d9-1c82-54da-9925-7b8990781546,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,9258a2d9-1c82-54da-9925-7b8990781546,indomain_banded,yc,No Fit,0,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__15447000-270e-5419-ad9e-499f8cd64082,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,15447000-270e-5419-ad9e-499f8cd64082,indomain_banded,yc,Good Fit,0,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__11e99f67-9a49-5441-9bb8-579beafd5d04,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,11e99f67-9a49-5441-9bb8-579beafd5d04,indomain_banded,yc,Potential Fit,0,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__20b998a9-6c8f-50d3-925d-ddcc1e49368f,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,20b998a9-6c8f-50d3-925d-ddcc1e49368f,indomain_banded,yc,Potential Fit,0,
dbd59317-605c-5f86-82ad-32c7eac7e2a5__ae7e29dd-69d7-5998-aa6e-4cefb704ffd7,1,generic,a2,dbd59317-605c-5f86-82ad-32c7eac7e2a5,ae7e29dd-69d7-5998-aa6e-4cefb704ffd7,indomain_banded,yc,Good Fit,0,
j_5fdf7d382e67__r_54efc8ed3054,0,a1_recheck,a1,j_5fdf7d382e67,r_54efc8ed3054,a1_recheck,yc,Good Fit,0,
j_b35cfefb41dd__r_54efc8ed3054,0,a1_recheck,a1,j_b35cfefb41dd,r_54efc8ed3054,a1_recheck,yc,Good Fit,0,
j_b35cfefb41dd__r_3c191b7fe1d1,0,a1_recheck,a1,j_b35cfefb41dd,r_3c191b7fe1d1,a1_recheck,yc,Potential Fit,0,
j_fc792a2b7fe0__r_26081eac0636,0,a1_recheck,a1,j_fc792a2b7fe0,r_26081eac0636,a1_recheck,yc,No Fit,0,
j_978d084a319f__r_3c191b7fe1d1,0,a1_recheck,a1,j_978d084a319f,r_3c191b7fe1d1,a1_recheck,yc,Potential Fit,0,
j_978d084a319f__r_cfef6a354732,0,a1_recheck,a1,j_978d084a319f,r_cfef6a354732,a1_recheck,yc,No Fit,0,
j_978d084a319f__r_6de8c60312de,0,a1_recheck,a1,j_978d084a319f,r_6de8c60312de,a1_recheck,yc,Good Fit,0,
j_81bfd39d8a31__r_e72f975e1554,0,a1_recheck,a1,j_81bfd39d8a31,r_e72f975e1554,a1_recheck,yc,No Fit,0,
j_81bfd39d8a31__r_52936a56ec83,0,a1_recheck,a1,j_81bfd39d8a31,r_52936a56ec83,a1_recheck,yc,Good Fit,0,
j_96229719e2cd__r_60d5e723d074,0,a1_recheck,a1,j_96229719e2cd,r_60d5e723d074,a1_recheck,yc,Potential Fit,0,
j_ef4c6efe5843__r_9ddad6feab89,0,a1_recheck,a1,j_ef4c6efe5843,r_9ddad6feab89,a1_recheck,yc,Good Fit,0,
j_f80734a834f5__r_4237404a46ae,0,a1_recheck,a1,j_f80734a834f5,r_4237404a46ae,a1_recheck,yc,No Fit,0,
j_244f893f44d8__r_e5b671d6d5ea,0,a1_recheck,a1,j_244f893f44d8,r_e5b671d6d5ea,a1_recheck,yc,Good Fit,0,
j_244f893f44d8__r_7d9919ce0c9e,0,a1_recheck,a1,j_244f893f44d8,r_7d9919ce0c9e,a1_recheck,yc,Good Fit,0,
j_3703c60dc13d__r_9ddad6feab89,0,a1_recheck,a1,j_3703c60dc13d,r_9ddad6feab89,a1_recheck,yc,No Fit,0,
j_3703c60dc13d__r_af6a8343706f,0,a1_recheck,a1,j_3703c60dc13d,r_af6a8343706f,a1_recheck,yc,No Fit,0,
j_9aa590d4c265__r_d4231a28f017,0,a1_recheck,a1,j_9aa590d4c265,r_d4231a28f017,a1_recheck,yc,No Fit,0,
j_3149433013e5__r_2a58ebc46ba5,0,a1_recheck,a1,j_3149433013e5,r_2a58ebc46ba5,a1_recheck,yc,Potential Fit,0,
j_3149433013e5__r_af6a8343706f,0,a1_recheck,a1,j_3149433013e5,r_af6a8343706f,a1_recheck,yc,Good Fit,0,
j_3149433013e5__r_708f5eca7774,0,a1_recheck,a1,j_3149433013e5,r_708f5eca7774,a1_recheck,yc,No Fit,0,
j_3149433013e5__r_e741e1ca6ee8,0,a1_recheck,a1,j_3149433013e5,r_e741e1ca6ee8,a1_recheck,yc,No Fit,0,
j_7745d1936d3f__r_a79ee88e30ff,0,a1_recheck,a1,j_7745d1936d3f,r_a79ee88e30ff,a1_recheck,yc,No Fit,0,
j_abdeb82e4b82__r_3f37a16fe433,0,a1_recheck,a1,j_abdeb82e4b82,r_3f37a16fe433,a1_recheck,yc,No Fit,0,
j_3a3fb870fb16__r_5d191fbbc72d,0,a1_recheck,a1,j_3a3fb870fb16,r_5d191fbbc72d,a1_recheck,yc,No Fit,0,
j_00ef9ec00639__r_c602157b6258,0,a1_recheck,a1,j_00ef9ec00639,r_c602157b6258,a1_recheck,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__efbfb668-4cca-5f0e-8c82-d4438c7dab1c,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,efbfb668-4cca-5f0e-8c82-d4438c7dab1c,indomain_banded,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__6ddec077-343b-5ef1-b857-0c1eda584674,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,6ddec077-343b-5ef1-b857-0c1eda584674,indomain_banded,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__8b06938c-3478-542c-8d17-f9084b8d91f0,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,8b06938c-3478-542c-8d17-f9084b8d91f0,indomain_banded,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__076105dc-4eb3-5b13-b2fd-b4b1b4b86e9b,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,076105dc-4eb3-5b13-b2fd-b4b1b4b86e9b,indomain_banded,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__2c96305a-3d5f-56a1-a438-b08acc919139,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,2c96305a-3d5f-56a1-a438-b08acc919139,indomain_banded,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__47c08bed-89ea-5358-8243-301ad4aa2a14,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,47c08bed-89ea-5358-8243-301ad4aa2a14,indomain_banded,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__db7b58bd-e63a-58f1-87aa-f39989dc56a4,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,db7b58bd-e63a-58f1-87aa-f39989dc56a4,indomain_banded,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__f7d9bbca-8511-52d8-8768-09db4dc149e8,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,f7d9bbca-8511-52d8-8768-09db4dc149e8,indomain_banded,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__d95a1b01-7596-5ab4-8cf6-e5fb95f13594,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,d95a1b01-7596-5ab4-8cf6-e5fb95f13594,indomain_banded,yc,No Fit,0,
cec17645-0014-5960-ac4d-78e5e47ebeee__23cbb5a1-aa0b-530e-a778-35f35ffb9c74,1,generic,a2,cec17645-0014-5960-ac4d-78e5e47ebeee,23cbb5a1-aa0b-530e-a778-35f35ffb9c74,indomain_banded,yc,No Fit,0,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__0b760cc7-5751-5a61-986d-c7571c10add6,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,0b760cc7-5751-5a61-986d-c7571c10add6,indomain_banded,yc,Good Fit,0,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__17d85254-ea16-5687-ba9a-d5bbd03c749f,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,17d85254-ea16-5687-ba9a-d5bbd03c749f,indomain_banded,yc,Potential Fit,0,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__e3175d9e-55f6-5596-b2cc-370d3552c7ee,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,e3175d9e-55f6-5596-b2cc-370d3552c7ee,indomain_banded,yc,Potential Fit,0,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__2d825abe-56b4-5699-b268-e5d1f995ca8b,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,2d825abe-56b4-5699-b268-e5d1f995ca8b,indomain_banded,yc,Potential Fit,0,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__3d20dcee-509f-527c-8cbd-80d8dc4f408d,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,3d20dcee-509f-527c-8cbd-80d8dc4f408d,indomain_banded,yc,Potential Fit,0,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__4b0982a4-9097-532c-b8e2-0dc5d5563906,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,4b0982a4-9097-532c-b8e2-0dc5d5563906,indomain_banded,yc,Good Fit,1,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__6b50de09-072e-53b6-8105-97e9bf0603c4,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,6b50de09-072e-53b6-8105-97e9bf0603c4,indomain_banded,yc,Potential Fit,0,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__8f31c09e-08cf-5a4e-aef5-34b5ecf0f7d3,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,8f31c09e-08cf-5a4e-aef5-34b5ecf0f7d3,indomain_banded,yc,No Fit,0,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__22a41009-1ee8-57c5-bb7c-cb6b308f51c6,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,22a41009-1ee8-57c5-bb7c-cb6b308f51c6,indomain_banded,yc,No Fit,0,
9dcb0aab-696f-5a0c-9b65-5f06e859aa9c__26ebc4d9-e4fc-5be6-9885-ce7411734366,1,generic,a2,9dcb0aab-696f-5a0c-9b65-5f06e859aa9c,26ebc4d9-e4fc-5be6-9885-ce7411734366,indomain_banded,yc,Potential Fit,0,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__a432e71d-c6e7-5e47-a107-e232f8834e40,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,a432e71d-c6e7-5e47-a107-e232f8834e40,indomain_banded,yc,Good Fit,0,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__c0be189c-9aba-5522-b27e-69cfab31cf59,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,c0be189c-9aba-5522-b27e-69cfab31cf59,indomain_banded,yc,No Fit,0,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__4f346051-f9f6-5e12-a0ed-1f8aaa3f5898,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,4f346051-f9f6-5e12-a0ed-1f8aaa3f5898,indomain_banded,yc,Potential Fit,0,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__4addd62a-4e3e-5d06-bff0-1eff8669951e,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,4addd62a-4e3e-5d06-bff0-1eff8669951e,indomain_banded,yc,Potential Fit,0,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__4c4820a1-a1f1-54ed-a77e-249d5cbf370a,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,4c4820a1-a1f1-54ed-a77e-249d5cbf370a,indomain_banded,yc,Good Fit,1,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__fa137fb9-c77f-54cf-9311-e9f62a010a9c,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,fa137fb9-c77f-54cf-9311-e9f62a010a9c,indomain_banded,yc,No Fit,0,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__3cde4a6d-6c32-5ec3-ad0f-671a03f91f32,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,3cde4a6d-6c32-5ec3-ad0f-671a03f91f32,indomain_banded,yc,No Fit,0,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__8a27f5de-9ecd-5f0f-9aed-b34accfa8b08,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,8a27f5de-9ecd-5f0f-9aed-b34accfa8b08,indomain_banded,yc,Good Fit,0,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__bb4ca42f-7800-50b5-8f11-be111802e681,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,bb4ca42f-7800-50b5-8f11-be111802e681,indomain_banded,yc,Potential Fit,0,
1f26be02-51ac-5e5e-8acd-41e68b413b1d__cd4abc7b-a9b9-5fa8-a6b7-46c4df90828e,1,generic,a2,1f26be02-51ac-5e5e-8acd-41e68b413b1d,cd4abc7b-a9b9-5fa8-a6b7-46c4df90828e,indomain_banded,yc,Potential Fit,0,
5d6212b4-0afe-56eb-a0a2-813955140467__2ef029b9-a564-56b7-8bac-1f6785afe75c,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,2ef029b9-a564-56b7-8bac-1f6785afe75c,indomain_banded,yc,No Fit,0,
5d6212b4-0afe-56eb-a0a2-813955140467__16c9d96d-617d-5137-af6d-887d2f333f0a,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,16c9d96d-617d-5137-af6d-887d2f333f0a,indomain_banded,yc,Potential Fit,0,
5d6212b4-0afe-56eb-a0a2-813955140467__00e44be7-6318-5be8-8bd8-24e81c1a471b,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,00e44be7-6318-5be8-8bd8-24e81c1a471b,indomain_banded,yc,No Fit,0,
5d6212b4-0afe-56eb-a0a2-813955140467__26097e81-21b1-5876-acbf-3b0ccf3b521d,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,26097e81-21b1-5876-acbf-3b0ccf3b521d,indomain_banded,yc,Potential Fit,0,
5d6212b4-0afe-56eb-a0a2-813955140467__86276482-7505-5eb1-8361-9017e8f16595,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,86276482-7505-5eb1-8361-9017e8f16595,indomain_banded,yc,Good Fit,1,
5d6212b4-0afe-56eb-a0a2-813955140467__dfb9e653-2d1e-5785-940d-b868d0539821,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,dfb9e653-2d1e-5785-940d-b868d0539821,indomain_banded,yc,Potential Fit,0,
5d6212b4-0afe-56eb-a0a2-813955140467__24a5ced0-6670-5912-8382-278730686eb4,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,24a5ced0-6670-5912-8382-278730686eb4,indomain_banded,yc,Potential Fit,0,
5d6212b4-0afe-56eb-a0a2-813955140467__1ba10038-c01c-535d-91d6-1cbcac3c756d,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,1ba10038-c01c-535d-91d6-1cbcac3c756d,indomain_banded,yc,Potential Fit,0,
5d6212b4-0afe-56eb-a0a2-813955140467__d3d6ab64-bdb7-5b7f-a1be-ae066284dcaf,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,d3d6ab64-bdb7-5b7f-a1be-ae066284dcaf,indomain_banded,yc,No Fit,0,
5d6212b4-0afe-56eb-a0a2-813955140467__23ae8684-ebb9-500c-a1f0-ce5c0505e9f8,1,generic,a2,5d6212b4-0afe-56eb-a0a2-813955140467,23ae8684-ebb9-500c-a1f0-ce5c0505e9f8,indomain_banded,yc,No Fit,0,
76890a89-5a6a-59d0-802f-79db17b3cfad__259d592a-fdf0-5559-a95f-f18ecfe2af02,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,259d592a-fdf0-5559-a95f-f18ecfe2af02,indomain_banded,yc,Good Fit,0,
76890a89-5a6a-59d0-802f-79db17b3cfad__0d041290-7c43-56ef-bcb5-0bde8390f2ca,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,0d041290-7c43-56ef-bcb5-0bde8390f2ca,indomain_banded,yc,Potential Fit,0,
76890a89-5a6a-59d0-802f-79db17b3cfad__f74ffc30-b3ee-54c8-8c21-53b02582e377,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,f74ffc30-b3ee-54c8-8c21-53b02582e377,indomain_banded,yc,Good Fit,0,
76890a89-5a6a-59d0-802f-79db17b3cfad__34dff99d-2a2d-5d42-8b04-1f0707b5bc6f,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,34dff99d-2a2d-5d42-8b04-1f0707b5bc6f,indomain_banded,yc,No Fit,0,
76890a89-5a6a-59d0-802f-79db17b3cfad__4a540a6f-5c8c-5b94-bd38-bdb6f3babe5b,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,4a540a6f-5c8c-5b94-bd38-bdb6f3babe5b,indomain_banded,yc,Good Fit,1,
76890a89-5a6a-59d0-802f-79db17b3cfad__aa41f1e8-137c-546d-a42f-a992a4be8d77,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,aa41f1e8-137c-546d-a42f-a992a4be8d77,indomain_banded,yc,Potential Fit,0,
76890a89-5a6a-59d0-802f-79db17b3cfad__021a1cc6-0481-5334-a15b-4a1fa0acca1d,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,021a1cc6-0481-5334-a15b-4a1fa0acca1d,indomain_banded,yc,Good Fit,0,
76890a89-5a6a-59d0-802f-79db17b3cfad__da5bc547-917d-5a6e-b66b-911386c3cd15,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,da5bc547-917d-5a6e-b66b-911386c3cd15,indomain_banded,yc,Potential Fit,0,
76890a89-5a6a-59d0-802f-79db17b3cfad__91549df1-f01a-5835-b77f-b4a2c8edfe48,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,91549df1-f01a-5835-b77f-b4a2c8edfe48,indomain_banded,yc,No Fit,0,
76890a89-5a6a-59d0-802f-79db17b3cfad__d966166a-3aac-55cb-99e5-24799ea0df38,1,generic,a2,76890a89-5a6a-59d0-802f-79db17b3cfad,d966166a-3aac-55cb-99e5-24799ea0df38,indomain_banded,yc,No Fit,0,
ba343927-2814-5eb7-b056-ba7bb00a9156__18911562-0180-52af-ba83-f5aa0a93884c,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,18911562-0180-52af-ba83-f5aa0a93884c,indomain_banded,yc,Potential Fit,1,
ba343927-2814-5eb7-b056-ba7bb00a9156__3689e151-a5b2-5880-9ecb-85e002a8fccd,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,3689e151-a5b2-5880-9ecb-85e002a8fccd,indomain_banded,yc,Potential Fit,0,
ba343927-2814-5eb7-b056-ba7bb00a9156__a111aaab-5433-500f-a136-48ab409bd036,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,a111aaab-5433-500f-a136-48ab409bd036,indomain_banded,yc,No Fit,0,
ba343927-2814-5eb7-b056-ba7bb00a9156__cd440589-9c76-567a-9fdc-00857832bde3,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,cd440589-9c76-567a-9fdc-00857832bde3,indomain_banded,yc,Potential Fit,0,
ba343927-2814-5eb7-b056-ba7bb00a9156__e517c3bb-784c-5052-bfc9-536cb7eaca1d,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,e517c3bb-784c-5052-bfc9-536cb7eaca1d,indomain_banded,yc,Potential Fit,0,
ba343927-2814-5eb7-b056-ba7bb00a9156__109d93b4-b388-50c5-af64-1335ad0c6b33,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,109d93b4-b388-50c5-af64-1335ad0c6b33,indomain_banded,yc,Potential Fit,0,
ba343927-2814-5eb7-b056-ba7bb00a9156__e36ac282-9a53-59b4-9e22-bdfffdf889e9,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,e36ac282-9a53-59b4-9e22-bdfffdf889e9,indomain_banded,yc,Potential Fit,0,
ba343927-2814-5eb7-b056-ba7bb00a9156__d9c9dd48-138b-576c-aa70-d51a5a9d6249,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,d9c9dd48-138b-576c-aa70-d51a5a9d6249,indomain_banded,yc,Potential Fit,0,
ba343927-2814-5eb7-b056-ba7bb00a9156__fe427543-2071-5a8a-8b8f-521f9ceae2a2,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,fe427543-2071-5a8a-8b8f-521f9ceae2a2,indomain_banded,yc,Potential Fit,0,
ba343927-2814-5eb7-b056-ba7bb00a9156__00d2b67c-2e91-52e4-bf10-3b038f34da30,1,generic,a2,ba343927-2814-5eb7-b056-ba7bb00a9156,00d2b67c-2e91-52e4-bf10-3b038f34da30,indomain_banded,yc,No Fit,0,
bedaf677-a731-56e8-bf2a-30e09c8dff58__2d346185-0004-54cf-a7cd-7a86c84d3bc7,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,2d346185-0004-54cf-a7cd-7a86c84d3bc7,indomain_banded,yc,No Fit,0,
bedaf677-a731-56e8-bf2a-30e09c8dff58__115c329b-6639-5ea4-b285-8fed24dbaf97,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,115c329b-6639-5ea4-b285-8fed24dbaf97,indomain_banded,yc,No Fit,0,
bedaf677-a731-56e8-bf2a-30e09c8dff58__a3888d5c-d42c-5173-b2d7-23d7483ad881,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,a3888d5c-d42c-5173-b2d7-23d7483ad881,indomain_banded,yc,No Fit,0,
bedaf677-a731-56e8-bf2a-30e09c8dff58__a6c1db10-3ee9-57ab-9221-980bbbd12fbf,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,a6c1db10-3ee9-57ab-9221-980bbbd12fbf,indomain_banded,yc,No Fit,0,
bedaf677-a731-56e8-bf2a-30e09c8dff58__838c819a-c24c-522c-a27b-b274a1752358,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,838c819a-c24c-522c-a27b-b274a1752358,indomain_banded,yc,Potential Fit,1,
bedaf677-a731-56e8-bf2a-30e09c8dff58__531e263d-5d87-5135-97dc-358931505d29,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,531e263d-5d87-5135-97dc-358931505d29,indomain_banded,yc,No Fit,0,
bedaf677-a731-56e8-bf2a-30e09c8dff58__c76dae81-7a70-5408-9fad-df8f3125f919,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,c76dae81-7a70-5408-9fad-df8f3125f919,indomain_banded,yc,No Fit,0,
bedaf677-a731-56e8-bf2a-30e09c8dff58__2682b655-d94b-57b9-84fb-d3aa94510343,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,2682b655-d94b-57b9-84fb-d3aa94510343,indomain_banded,yc,No Fit,0,
bedaf677-a731-56e8-bf2a-30e09c8dff58__85e228ee-508b-5707-8579-83bc82515f47,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,85e228ee-508b-5707-8579-83bc82515f47,indomain_banded,yc,No Fit,0,
bedaf677-a731-56e8-bf2a-30e09c8dff58__ac71c182-e8b9-5001-ab62-42a827e64b1b,1,generic,a2,bedaf677-a731-56e8-bf2a-30e09c8dff58,ac71c182-e8b9-5001-ab62-42a827e64b1b,indomain_banded,yc,No Fit,0,
