queue_id,corpus,query_id,doc_id,selection_reason,position
q_6d620922be85,a2,2701fb0a-3208-5642-b9ed-c7475da92b79,e4fd0734-f42b-56d5-960b-fa0aded4976e,indomain_banded,197
q_a30c3bb15c35,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,f4d1a459-4fc0-5f06-b70f-197da13ab948,indomain_banded,198
q_1dbb4334a80b,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,de52c5b5-4325-5027-bb52-d7e97f7eb209,indomain_banded,199
q_67129271a1a0,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,68ecbbe8-1ca8-53c2-a00a-b9036862232a,indomain_banded,200
q_44d63d2d7c90,a2,79a3f5dc-e83d-53a6-9340-c980d58073b8,d959c78c-8c8b-5dec-9d35-eba361135cc2,indomain_banded,201
q_c94daee585f7,a2,bcf37686-a318-504f-9282-477bd03da13d,d4b62c6a-5815-581a-82b7-84ab58a08e27,indomain_banded,202
q_23148ffdf0f2,a2,79a3f5dc-e83d-53a6-9340-c980d58073b8,c93d9810-9d7d-5374-b553-97e3b66a867e,indomain_banded,203
q_9791e4910b1f,a1,j_8e2f16d04a9d,r_4e7617c6f551,a1_recheck,204
q_1d1486e2809d,a2,bcf37686-a318-504f-9282-477bd03da13d,1146a607-d470-586a-bc39-b73e93b5cdcd,indomain_banded,205
q_c5b41be13d7c,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,23076291-76f4-5d64-849b-4e3a29a2befc,indomain_banded,206
q_fdd2496b6db7,a2,624e4a73-e337-5dad-8e9a-84df8528f548,59dfd08f-fa42-5d34-88c2-109e0ad6e837,indomain_banded,207
q_e2ad690b2c9d,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,3329cb9f-1213-51ce-84fc-38c22b186d96,indomain_banded,208
q_0746b776611e,a1,j_8c9e67f3cbe3,r_2a58ebc46ba5,a1_recheck,209
q_fe005e7834f1,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,e8e2545c-0a06-5bf3-b00c-24c2bbfbd51a,indomain_banded,210
q_5d8fa061ca29,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,0dc1da24-b562-53f5-97d1-49901ed57013,indomain_banded,211
q_ed80b970c415,a2,dd453aec-17e3-59e0-929d-5310d8538066,5bcb1446-c6be-5df6-b0c4-a419822307b3,indomain_banded,212
q_44e8a7f7b0c8,a2,777c8c4e-e2a6-5cfa-a87e-0ff547991a22,800a9c0d-3659-5f1d-9967-d207ab68807f,indomain_banded,213
q_e10a6de2afcc,a1,j_9114d6480e8e,r_2a58ebc46ba5,a1_recheck,214
q_a3899f38f78d,a2,d13583eb-022e-5e93-a514-96b6d01c9392,176a05ab-fdb2-53da-924d-58a7f6453842,indomain_banded,215
q_97cff8c4d306,a1,j_53f27e4b9117,r_72e3ab6f867a,a1_recheck,216
q_bb255d434a5f,a2,dd453aec-17e3-59e0-929d-5310d8538066,cc529e27-e77f-5133-b503-e69790a08f82,indomain_banded,217
q_0d4832ea1329,a2,624e4a73-e337-5dad-8e9a-84df8528f548,f8041fd9-1899-50df-8076-4d80e0ec15d0,indomain_banded,218
q_3cdc7b617538,a2,bcf37686-a318-504f-9282-477bd03da13d,2b05f73d-3097-51b1-8d10-a41f7e77dadb,indomain_banded,219
q_98639a266f68,a2,bcf37686-a318-504f-9282-477bd03da13d,306b9e00-bce3-59a0-b5ab-4cde049aa328,indomain_banded,220
q_deed46c225c4,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,00173db7-5050-516a-87c2-ff4e97c191fa,indomain_banded,221
q_99a7caebe2e0,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,a79dea42-aded-54df-9b5d-66d683d45be2,indomain_banded,222
q_b9eff47e54f3,a2,d13583eb-022e-5e93-a514-96b6d01c9392,92332264-f2b9-5cef-8391-3c58cc6792ca,indomain_banded,223
q_c918128b65eb,a2,f4fb3202-2868-5d4d-9444-45c5760e3857,6cb100df-17ab-5401-8b56-1fef1953cd70,indomain_banded,224
q_11d03f701bb8,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,c95756a6-af5c-5a24-af2c-8cde2f6c1f15,indomain_banded,225
q_19dba235cd50,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,c4696565-38cd-519e-bc1c-8f2a2010e3e6,indomain_banded,226
q_743f2117b4ab,a2,bf6daec1-2487-5782-8b25-df9d12edec12,27d31d98-8b8f-542c-a85b-c029530c7312,indomain_banded,227
q_98ead18126aa,a2,dd453aec-17e3-59e0-929d-5310d8538066,51a68d4f-cdf3-5c20-a544-79bf73f0aceb,indomain_banded,228
q_572dcb78c90c,a2,777c8c4e-e2a6-5cfa-a87e-0ff547991a22,ba454e60-07e3-5e6d-9d03-cddd89e67a06,indomain_banded,229
q_c08d4fbc2be9,a2,bf6daec1-2487-5782-8b25-df9d12edec12,7d277bee-7e98-59e6-a2b4-674f158dc764,indomain_banded,230
q_32a41f2fc82a,a2,bcf37686-a318-504f-9282-477bd03da13d,912d1318-af63-5873-a540-899677ea6224,indomain_banded,231
q_0cbc9dcdd4e7,a2,f4fb3202-2868-5d4d-9444-45c5760e3857,31673cb1-3552-5f6a-b136-30aa59da3e28,indomain_banded,232
q_3d1bcfe374a5,a2,2701fb0a-3208-5642-b9ed-c7475da92b79,c81a5ff8-0439-554a-a1b7-3c5625af6d40,indomain_banded,233
q_8dacc950acab,a2,79a3f5dc-e83d-53a6-9340-c980d58073b8,26f50761-33a5-5e2a-9267-db95f7aef960,indomain_banded,234
q_8ab6de273960,a1,j_afad5d1e324c,r_9f41c250b6f7,a1_recheck,235
q_9648ed3d1296,a1,j_b4459d155af3,r_8b8c95916925,a1_recheck,236
q_e199882d0eb1,a2,624e4a73-e337-5dad-8e9a-84df8528f548,f45f4bcf-6855-56b3-876c-bca8f4d3b196,indomain_banded,237
q_3339fb297556,a2,bf6daec1-2487-5782-8b25-df9d12edec12,ceca0589-94db-57f9-b2f1-6812f7216315,indomain_banded,238
q_67e2621a0e16,a2,d13583eb-022e-5e93-a514-96b6d01c9392,e4e4bd58-b228-5988-ab91-87d04ab77e89,indomain_banded,239
q_e74c918f881e,a1,j_6057b152b402,r_52936a56ec83,a1_recheck,240
q_5a179778aae4,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,35b4f8ae-c223-5a50-8642-0aab0d3a745d,indomain_banded,241
q_839b610dd668,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,d644a00c-7476-511b-adf0-8f3eed453a18,indomain_banded,242
q_a89afc3490d7,a1,j_e877c9f7880b,r_80cc37401e93,a1_recheck,243
q_9d546cf57ae4,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,3b6f04c0-6af0-5437-bd46-f10af23d4bf0,indomain_banded,244
q_65872f024dc8,a1,j_f4f1a1e6c67d,r_9ddad6feab89,a1_recheck,245
q_974fb5eee203,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,339e53e8-ed08-502f-bb8e-dc6ecfa083c6,indomain_banded,246
q_57cc8e5820df,a1,j_ab265623439d,r_2a58ebc46ba5,a1_recheck,247
q_7cd34dd6d0a7,a2,bcf37686-a318-504f-9282-477bd03da13d,c993b740-bdc8-527d-b298-957b78b43e74,indomain_banded,248
q_7e7ccc69b89e,a1,j_c6cf432a5c66,r_de330ec0b46f,a1_recheck,249
