pair_id,batch,stratum,jd_id,cv_id,primary_keyword,exp_band,cv_primary_keyword,keyword_match,lexical_band,lexical_score
542c1d55-03ef-59a3-b099-ea6c826fc3da__0916066e-ccdd-5909-b378-7740f8e48006,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,0916066e-ccdd-5909-b378-7740f8e48006,JavaScript,0-1,JavaScript,True,low,0.00183
542c1d55-03ef-59a3-b099-ea6c826fc3da__22bbac82-4f0d-5a9f-bcf3-bc35fc328150,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,22bbac82-4f0d-5a9f-bcf3-bc35fc328150,JavaScript,0-1,JavaScript,True,mid,0.039446
542c1d55-03ef-59a3-b099-ea6c826fc3da__236d208b-d8fd-5eea-a32e-eb53ac5210c5,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,236d208b-d8fd-5eea-a32e-eb53ac5210c5,JavaScript,0-1,JavaScript,True,mid,0.040616
542c1d55-03ef-59a3-b099-ea6c826fc3da__27c48f67-5206-507e-8a5b-f34054e2075d,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,27c48f67-5206-507e-8a5b-f34054e2075d,JavaScript,0-1,JavaScript,True,high,0.061424
542c1d55-03ef-59a3-b099-ea6c826fc3da__298f675d-239c-58a2-ad84-c824be14cd62,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,298f675d-239c-58a2-ad84-c824be14cd62,JavaScript,0-1,QA,False,mid,0.044786
542c1d55-03ef-59a3-b099-ea6c826fc3da__314931c8-37a1-5a87-9b72-bd0d0513e55d,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,314931c8-37a1-5a87-9b72-bd0d0513e55d,JavaScript,0-1,Design,False,high,0.113971
542c1d55-03ef-59a3-b099-ea6c826fc3da__7a6b0a02-4c09-5729-92f1-d22663c60c7f,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,7a6b0a02-4c09-5729-92f1-d22663c60c7f,JavaScript,0-1,JavaScript,True,high,0.082606
542c1d55-03ef-59a3-b099-ea6c826fc3da__8eb3f8ef-26fb-5d81-832b-5f5c9dfb7611,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,8eb3f8ef-26fb-5d81-832b-5f5c9dfb7611,JavaScript,0-1,JavaScript,True,high,0.099854
542c1d55-03ef-59a3-b099-ea6c826fc3da__91b5fdb2-6870-5ac3-89a2-5ddefd2a9ebc,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,91b5fdb2-6870-5ac3-89a2-5ddefd2a9ebc,JavaScript,0-1,JavaScript,True,mid,0.027025
542c1d55-03ef-59a3-b099-ea6c826fc3da__d607310d-4c64-53dd-8195-300d96710218,1,generic,542c1d55-03ef-59a3-b099-ea6c826fc3da,d607310d-4c64-53dd-8195-300d96710218,JavaScript,0-1,JavaScript,True,low,0.019118
5d6212b4-0afe-56eb-a0a2-813955140467__00e44be7-6318-5be8-8bd8-24e81c1a471b,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,00e44be7-6318-5be8-8bd8-24e81c1a471b,Golang,4-6,Project Manager,False,mid,0.049573
5d6212b4-0afe-56eb-a0a2-813955140467__16c9d96d-617d-5137-af6d-887d2f333f0a,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,16c9d96d-617d-5137-af6d-887d2f333f0a,Golang,4-6,Golang,True,mid,0.048024
5d6212b4-0afe-56eb-a0a2-813955140467__1ba10038-c01c-535d-91d6-1cbcac3c756d,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,1ba10038-c01c-535d-91d6-1cbcac3c756d,Golang,4-6,Golang,True,mid,0.051932
5d6212b4-0afe-56eb-a0a2-813955140467__23ae8684-ebb9-500c-a1f0-ce5c0505e9f8,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,23ae8684-ebb9-500c-a1f0-ce5c0505e9f8,Golang,4-6,Golang,True,high,0.068166
5d6212b4-0afe-56eb-a0a2-813955140467__24a5ced0-6670-5912-8382-278730686eb4,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,24a5ced0-6670-5912-8382-278730686eb4,Golang,4-6,Golang,True,high,0.056486
5d6212b4-0afe-56eb-a0a2-813955140467__26097e81-21b1-5876-acbf-3b0ccf3b521d,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,26097e81-21b1-5876-acbf-3b0ccf3b521d,Golang,4-6,Golang,True,high,0.055778
5d6212b4-0afe-56eb-a0a2-813955140467__2ef029b9-a564-56b7-8bac-1f6785afe75c,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,2ef029b9-a564-56b7-8bac-1f6785afe75c,Golang,4-6,Golang,True,low,0.03115
5d6212b4-0afe-56eb-a0a2-813955140467__86276482-7505-5eb1-8361-9017e8f16595,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,86276482-7505-5eb1-8361-9017e8f16595,Golang,4-6,Golang,True,mid,0.050223
5d6212b4-0afe-56eb-a0a2-813955140467__d3d6ab64-bdb7-5b7f-a1be-ae066284dcaf,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,d3d6ab64-bdb7-5b7f-a1be-ae066284dcaf,Golang,4-6,Project Manager,False,high,0.079176
5d6212b4-0afe-56eb-a0a2-813955140467__dfb9e653-2d1e-5785-940d-b868d0539821,1,generic,5d6212b4-0afe-56eb-a0a2-813955140467,dfb9e653-2d1e-5785-940d-b868d0539821,Golang,4-6,Golang,True,low,0.020873
60aac018-c8be-5669-85ef-892997b1a3ec__0294a9a9-aaf1-519b-b0fa-74af9aff366f,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,0294a9a9-aaf1-519b-b0fa-74af9aff366f,Sysadmin,2-3,JavaScript,False,mid,0.026419
60aac018-c8be-5669-85ef-892997b1a3ec__1458d7d8-4da6-55e7-b675-66e52fa97c88,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,1458d7d8-4da6-55e7-b675-66e52fa97c88,Sysadmin,2-3,Sysadmin,True,mid,0.063674
60aac018-c8be-5669-85ef-892997b1a3ec__172c482e-dcfd-5065-ae85-9381bd613d54,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,172c482e-dcfd-5065-ae85-9381bd613d54,Sysadmin,2-3,Sysadmin,True,high,0.088406
60aac018-c8be-5669-85ef-892997b1a3ec__1bda4b5a-df52-5823-8112-1b52b8b3b24c,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,1bda4b5a-df52-5823-8112-1b52b8b3b24c,Sysadmin,2-3,Sysadmin,True,mid,0.064245
60aac018-c8be-5669-85ef-892997b1a3ec__3cf2f2c6-811f-5f69-8d05-9ed11f573b89,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,3cf2f2c6-811f-5f69-8d05-9ed11f573b89,Sysadmin,2-3,Sysadmin,True,low,0.027238
60aac018-c8be-5669-85ef-892997b1a3ec__4bbae5ef-c905-57e5-bda3-a86f0ac6d3d0,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,4bbae5ef-c905-57e5-bda3-a86f0ac6d3d0,Sysadmin,2-3,Sysadmin,True,high,0.099928
60aac018-c8be-5669-85ef-892997b1a3ec__cab928e1-a4f5-5056-8fda-9fda6a7f5d1c,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,cab928e1-a4f5-5056-8fda-9fda6a7f5d1c,Sysadmin,2-3,Sysadmin,True,mid,0.079392
60aac018-c8be-5669-85ef-892997b1a3ec__eef2b968-5c47-5b2e-ba2a-ebaa8aa56164,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,eef2b968-5c47-5b2e-ba2a-ebaa8aa56164,Sysadmin,2-3,Sysadmin,True,low,0.024529
60aac018-c8be-5669-85ef-892997b1a3ec__f34493c6-932c-59ef-bdef-cf9b0c873d80,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,f34493c6-932c-59ef-bdef-cf9b0c873d80,Sysadmin,2-3,Sysadmin,True,high,0.092861
60aac018-c8be-5669-85ef-892997b1a3ec__f8d6ecee-668a-5b2a-b1ba-7f91614d4cec,1,generic,60aac018-c8be-5669-85ef-892997b1a3ec,f8d6ecee-668a-5b2a-b1ba-7f91614d4cec,Sysadmin,2-3,Java,False,high,0.046028
6cd33ac2-0e17-58ab-b435-a94c46c8598f__19121db2-75ba-57a4-81a2-20879792daa8,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,19121db2-75ba-57a4-81a2-20879792daa8,Lead Generation,2-3,Lead Generation,True,high,0.099264
6cd33ac2-0e17-58ab-b435-a94c46c8598f__3869faec-8fbb-53c3-9264-e567458dcda5,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,3869faec-8fbb-53c3-9264-e567458dcda5,Lead Generation,2-3,Lead Generation,True,high,0.098206
6cd33ac2-0e17-58ab-b435-a94c46c8598f__3932f4d4-7707-537b-aecb-4e6b004c2bea,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,3932f4d4-7707-537b-aecb-4e6b004c2bea,Lead Generation,2-3,Lead Generation,True,mid,0.059038
6cd33ac2-0e17-58ab-b435-a94c46c8598f__4b9c7719-02e9-50c5-b297-799e4341f8a1,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,4b9c7719-02e9-50c5-b297-799e4341f8a1,Lead Generation,2-3,Lead Generation,True,low,0.04251
6cd33ac2-0e17-58ab-b435-a94c46c8598f__505fe496-db23-5cd6-a331-ef01e2145bdf,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,505fe496-db23-5cd6-a331-ef01e2145bdf,Lead Generation,2-3,Other,False,high,0.10476
6cd33ac2-0e17-58ab-b435-a94c46c8598f__5410df1b-1106-56d6-94a3-6c79e7e2b21d,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,5410df1b-1106-56d6-94a3-6c79e7e2b21d,Lead Generation,2-3,Lead Generation,True,mid,0.070417
6cd33ac2-0e17-58ab-b435-a94c46c8598f__6eda3128-5c0b-58e8-8e9d-3a599b70ac74,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,6eda3128-5c0b-58e8-8e9d-3a599b70ac74,Lead Generation,2-3,.NET,False,mid,0.039804
6cd33ac2-0e17-58ab-b435-a94c46c8598f__74f9d353-8105-52be-a7ad-48710f2f7a28,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,74f9d353-8105-52be-a7ad-48710f2f7a28,Lead Generation,2-3,Lead Generation,True,low,0.031343
6cd33ac2-0e17-58ab-b435-a94c46c8598f__8fdde0b9-3a7c-53f8-b768-32ae67026ede,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,8fdde0b9-3a7c-53f8-b768-32ae67026ede,Lead Generation,2-3,Lead Generation,True,mid,0.060248
6cd33ac2-0e17-58ab-b435-a94c46c8598f__db17be18-9b1e-5dc1-83a6-e0dd04307c34,1,generic,6cd33ac2-0e17-58ab-b435-a94c46c8598f,db17be18-9b1e-5dc1-83a6-e0dd04307c34,Lead Generation,2-3,Lead Generation,True,high,0.107483
76890a89-5a6a-59d0-802f-79db17b3cfad__021a1cc6-0481-5334-a15b-4a1fa0acca1d,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,021a1cc6-0481-5334-a15b-4a1fa0acca1d,DevOps,0-1,DevOps,True,mid,0.071599
76890a89-5a6a-59d0-802f-79db17b3cfad__0d041290-7c43-56ef-bcb5-0bde8390f2ca,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,0d041290-7c43-56ef-bcb5-0bde8390f2ca,DevOps,0-1,DevOps,True,mid,0.082055
76890a89-5a6a-59d0-802f-79db17b3cfad__259d592a-fdf0-5559-a95f-f18ecfe2af02,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,259d592a-fdf0-5559-a95f-f18ecfe2af02,DevOps,0-1,DevOps,True,high,0.106712
76890a89-5a6a-59d0-802f-79db17b3cfad__34dff99d-2a2d-5d42-8b04-1f0707b5bc6f,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,34dff99d-2a2d-5d42-8b04-1f0707b5bc6f,DevOps,0-1,Python,False,high,0.107163
76890a89-5a6a-59d0-802f-79db17b3cfad__4a540a6f-5c8c-5b94-bd38-bdb6f3babe5b,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,4a540a6f-5c8c-5b94-bd38-bdb6f3babe5b,DevOps,0-1,DevOps,True,high,0.102135
76890a89-5a6a-59d0-802f-79db17b3cfad__91549df1-f01a-5835-b77f-b4a2c8edfe48,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,91549df1-f01a-5835-b77f-b4a2c8edfe48,DevOps,0-1,Design,False,mid,0.050899
76890a89-5a6a-59d0-802f-79db17b3cfad__aa41f1e8-137c-546d-a42f-a992a4be8d77,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,aa41f1e8-137c-546d-a42f-a992a4be8d77,DevOps,0-1,DevOps,True,low,0.052552
76890a89-5a6a-59d0-802f-79db17b3cfad__d966166a-3aac-55cb-99e5-24799ea0df38,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,d966166a-3aac-55cb-99e5-24799ea0df38,DevOps,0-1,DevOps,True,low,0.043994
76890a89-5a6a-59d0-802f-79db17b3cfad__da5bc547-917d-5a6e-b66b-911386c3cd15,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,da5bc547-917d-5a6e-b66b-911386c3cd15,DevOps,0-1,DevOps,True,high,0.136284
76890a89-5a6a-59d0-802f-79db17b3cfad__f74ffc30-b3ee-54c8-8c21-53b02582e377,1,generic,76890a89-5a6a-59d0-802f-79db17b3cfad,f74ffc30-b3ee-54c8-8c21-53b02582e377,DevOps,0-1,DevOps,True,mid,0.074076
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__1b1eb6ba-e6e2-5c70-b995-f9c8d6d999bb,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,1b1eb6ba-e6e2-5c70-b995-f9c8d6d999bb,PHP,0-1,Design,False,high,0.069479
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__1bb73e8d-52bd-5d16-a188-3f8536e1f24d,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,1bb73e8d-52bd-5d16-a188-3f8536e1f24d,PHP,0-1,PHP,True,mid,0.071467
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__1f6d4217-09c5-5ff1-bfae-80e7922e3c18,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,1f6d4217-09c5-5ff1-bfae-80e7922e3c18,PHP,0-1,PHP,True,mid,0.067989
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__2a7b260a-1fb4-53be-9196-10d0e4bdd298,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,2a7b260a-1fb4-53be-9196-10d0e4bdd298,PHP,0-1,PHP,True,low,0.050245
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__45331c47-3003-5aee-b4f9-3207bfd9d1ee,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,45331c47-3003-5aee-b4f9-3207bfd9d1ee,PHP,0-1,PHP,True,mid,0.065451
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__8b78847e-84a4-516e-aa13-6d2bbcbdc96b,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,8b78847e-84a4-516e-aa13-6d2bbcbdc96b,PHP,0-1,PHP,True,low,0.033836
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__9f02c613-ceaa-50bc-b4b8-0d06d47056bb,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,9f02c613-ceaa-50bc-b4b8-0d06d47056bb,PHP,0-1,HR,False,mid,0.040511
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__a3b3b297-8317-58fb-808a-6353617bab2a,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,a3b3b297-8317-58fb-808a-6353617bab2a,PHP,0-1,PHP,True,high,0.111132
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__a8762459-a7d1-58f8-98db-112f551f4b1f,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,a8762459-a7d1-58f8-98db-112f551f4b1f,PHP,0-1,PHP,True,high,0.105595
7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76__dbe3cd59-1857-5c97-a622-eff89497e87b,1,generic,7a745ba8-00d8-59b8-8e7e-3a45a7f5cc76,dbe3cd59-1857-5c97-a622-eff89497e87b,PHP,0-1,PHP,True,high,0.10611
7ed77b7f-4356-5aa7-9472-16949c00aafb__05933697-619b-559f-b28b-b8cabfb6a456,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,05933697-619b-559f-b28b-b8cabfb6a456,DevOps,0-1,Java,False,high,0.078878
7ed77b7f-4356-5aa7-9472-16949c00aafb__1095b1de-d172-569b-ac02-1df8c76dbeea,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,1095b1de-d172-569b-ac02-1df8c76dbeea,DevOps,0-1,DevOps,True,low,0.069207
7ed77b7f-4356-5aa7-9472-16949c00aafb__1675d485-7aa3-5621-9d7b-aaa1097dfa76,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,1675d485-7aa3-5621-9d7b-aaa1097dfa76,DevOps,0-1,DevOps,True,mid,0.094915
7ed77b7f-4356-5aa7-9472-16949c00aafb__18923514-2019-5b6c-83d8-0ab19541ad92,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,18923514-2019-5b6c-83d8-0ab19541ad92,DevOps,0-1,DevOps,True,low,0.055015
7ed77b7f-4356-5aa7-9472-16949c00aafb__1e11a0d9-a9b0-5d7a-9d59-6669eeb8a44a,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,1e11a0d9-a9b0-5d7a-9d59-6669eeb8a44a,DevOps,0-1,DevOps,True,high,0.195704
7ed77b7f-4356-5aa7-9472-16949c00aafb__70d5de6e-b819-57c4-a518-e2130d17ede6,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,70d5de6e-b819-57c4-a518-e2130d17ede6,DevOps,0-1,DevOps,True,mid,0.08908
7ed77b7f-4356-5aa7-9472-16949c00aafb__75a00c43-a33f-5343-9941-b9122118a777,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,75a00c43-a33f-5343-9941-b9122118a777,DevOps,0-1,Project Manager,False,mid,0.067159
7ed77b7f-4356-5aa7-9472-16949c00aafb__7eadbc50-8219-514d-b92f-a3fb08bc5f4a,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,7eadbc50-8219-514d-b92f-a3fb08bc5f4a,DevOps,0-1,DevOps,True,mid,0.094261
7ed77b7f-4356-5aa7-9472-16949c00aafb__9938e1a6-2e20-5f32-a79c-141fd509e01f,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,9938e1a6-2e20-5f32-a79c-141fd509e01f,DevOps,0-1,DevOps,True,high,0.154357
7ed77b7f-4356-5aa7-9472-16949c00aafb__ea6e7da5-eebb-5d61-8374-1781c29b441b,1,generic,7ed77b7f-4356-5aa7-9472-16949c00aafb,ea6e7da5-eebb-5d61-8374-1781c29b441b,DevOps,0-1,DevOps,True,high,0.121545
846f2d8b-b721-5258-a3e4-720495320e78__4ba34626-98a9-5f87-8656-cb6145ea093f,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,4ba34626-98a9-5f87-8656-cb6145ea093f,QA,0-1,QA,True,high,0.063684
846f2d8b-b721-5258-a3e4-720495320e78__50ac008f-33b6-5459-bdc6-2f4907e381fb,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,50ac008f-33b6-5459-bdc6-2f4907e381fb,QA,0-1,QA,True,mid,0.04363
846f2d8b-b721-5258-a3e4-720495320e78__59b89710-06e3-560a-81ee-d3d663759758,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,59b89710-06e3-560a-81ee-d3d663759758,QA,0-1,QA,True,low,0.000528
846f2d8b-b721-5258-a3e4-720495320e78__783c0f1b-d696-5931-a791-f132a31b685c,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,783c0f1b-d696-5931-a791-f132a31b685c,QA,0-1,QA,True,mid,0.031014
846f2d8b-b721-5258-a3e4-720495320e78__9b261f5c-4411-5cbf-bcad-3a147596f16c,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,9b261f5c-4411-5cbf-bcad-3a147596f16c,QA,0-1,QA,True,low,0.027749
846f2d8b-b721-5258-a3e4-720495320e78__cfeb4920-f241-506a-9718-23e4a8037a4e,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,cfeb4920-f241-506a-9718-23e4a8037a4e,QA,0-1,QA,True,mid,0.04436
846f2d8b-b721-5258-a3e4-720495320e78__d3a1a42f-dd89-50b1-9319-0eece9bcdcae,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,d3a1a42f-dd89-50b1-9319-0eece9bcdcae,QA,0-1,QA Automation,False,high,0.062569
846f2d8b-b721-5258-a3e4-720495320e78__db861200-6524-5ea4-99e0-081ad801db60,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,db861200-6524-5ea4-99e0-081ad801db60,QA,0-1,QA,True,high,0.088878
846f2d8b-b721-5258-a3e4-720495320e78__f2cc0a64-4ac4-54f4-bdd9-c42dd1681519,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,f2cc0a64-4ac4-54f4-bdd9-c42dd1681519,QA,0-1,QA,True,high,0.099843
846f2d8b-b721-5258-a3e4-720495320e78__fac3c719-b829-5934-a5e3-9447587b1012,1,generic,846f2d8b-b721-5258-a3e4-720495320e78,fac3c719-b829-5934-a5e3-9447587b1012,QA,0-1,Marketing,False,mid,0.039127
861ed520-1b5f-5cee-9b5c-aa87612c237f__0fdbb527-53f7-5121-a03c-02d3c574b54c,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,0fdbb527-53f7-5121-a03c-02d3c574b54c,HR,4-6,HR,True,mid,0.068465
861ed520-1b5f-5cee-9b5c-aa87612c237f__10021134-c7d0-51c9-9f3f-9da25fc63d56,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,10021134-c7d0-51c9-9f3f-9da25fc63d56,HR,4-6,HR,True,high,0.100991
861ed520-1b5f-5cee-9b5c-aa87612c237f__29170d58-2655-558a-8779-e85179b4c589,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,29170d58-2655-558a-8779-e85179b4c589,HR,4-6,HR,True,low,0.015241
861ed520-1b5f-5cee-9b5c-aa87612c237f__4e1676e0-762f-55bc-875c-02579d612187,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,4e1676e0-762f-55bc-875c-02579d612187,HR,4-6,HR,True,mid,0.067231
861ed520-1b5f-5cee-9b5c-aa87612c237f__55801404-ab1b-5a30-8cea-276434fd9cad,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,55801404-ab1b-5a30-8cea-276434fd9cad,HR,4-6,Python,False,high,0.074186
861ed520-1b5f-5cee-9b5c-aa87612c237f__78bc4803-0958-5ada-9cbf-52c153bcdeb8,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,78bc4803-0958-5ada-9cbf-52c153bcdeb8,HR,4-6,HR,True,low,0.029668
861ed520-1b5f-5cee-9b5c-aa87612c237f__ae57c944-ccca-51bb-95f9-10b6bcb93787,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,ae57c944-ccca-51bb-95f9-10b6bcb93787,HR,4-6,SQL,False,mid,0.051469
861ed520-1b5f-5cee-9b5c-aa87612c237f__bf8879ee-a6d1-544f-a086-1b3361bff19e,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,bf8879ee-a6d1-544f-a086-1b3361bff19e,HR,4-6,HR,True,mid,0.080683
861ed520-1b5f-5cee-9b5c-aa87612c237f__deb09834-1f9c-5070-8d44-d06796c64826,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,deb09834-1f9c-5070-8d44-d06796c64826,HR,4-6,HR,True,high,0.117768
861ed520-1b5f-5cee-9b5c-aa87612c237f__f481bbc8-7d80-5e4a-985c-2c216e556a85,1,generic,861ed520-1b5f-5cee-9b5c-aa87612c237f,f481bbc8-7d80-5e4a-985c-2c216e556a85,HR,4-6,HR,True,high,0.099502
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__0782979e-c1fa-5d84-9379-1a946fd6d7c2,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,0782979e-c1fa-5d84-9379-1a946fd6d7c2,DevOps,4-6,DevOps,True,high,0.092195
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__09601e8f-50e7-5389-9be2-c1736657e870,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,09601e8f-50e7-5389-9be2-c1736657e870,DevOps,4-6,DevOps,True,mid,0.064621
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__5be00ea1-3098-587b-8e81-8dff8e559177,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,5be00ea1-3098-587b-8e81-8dff8e559177,DevOps,4-6,DevOps,True,mid,0.065742
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__72c0508d-68ca-524b-bceb-2571e4bb348c,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,72c0508d-68ca-524b-bceb-2571e4bb348c,DevOps,4-6,DevOps,True,low,0.033483
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__74915d0f-2c31-5b10-b5b3-983d6abaefea,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,74915d0f-2c31-5b10-b5b3-983d6abaefea,DevOps,4-6,Android,False,mid,0.070485
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__8d31878b-9a4b-59ea-9bf4-b90ac401645d,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,8d31878b-9a4b-59ea-9bf4-b90ac401645d,DevOps,4-6,DevOps,True,high,0.090328
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__9448f69d-de41-5c9f-81d7-4bb555372c29,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,9448f69d-de41-5c9f-81d7-4bb555372c29,DevOps,4-6,DevOps,True,high,0.084977
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__c1ccce27-0177-52bd-bdbe-906289266cf3,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,c1ccce27-0177-52bd-bdbe-906289266cf3,DevOps,4-6,Design,False,high,0.080379
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__df0f75e4-8656-523a-8681-fdca8f581844,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,df0f75e4-8656-523a-8681-fdca8f581844,DevOps,4-6,DevOps,True,low,0.0547
93ea44b7-06e8-5f73-86c9-fcf12b8afcca__ec9c3d56-86d2-512a-a1b4-f8a5ba7da544,1,generic,93ea44b7-06e8-5f73-86c9-fcf12b8afcca,ec9c3d56-86d2-512a-a1b4-f8a5ba7da544,DevOps,4-6,DevOps,True,mid,0.064982
94f73ce9-27f4-546b-84b3-afa470b45b2a__01da3e11-2ca0-57a6-a9b0-8bd26a86d0ef,1,generic,94f73ce9-27f4-546b-84b3-afa470b45b2a,01da3e11-2ca0-57a6-a9b0-8bd26a86d0ef,JavaScript,2-3,JavaScript,True,low,0.027373
94f73ce9-27f4-546b-84b3-afa470b45b2a__055cf969-9491-5d1e-b3ef-ebba544aecad,1,generic,94f73ce9-27f4-546b-84b3-afa470b45b2a,055cf969-9491-5d1e-b3ef-ebba544aecad,JavaScript,2-3,JavaScript,True,high,0.065451
